,file path,scan results,concluded results
1362,linux-master/tools/testing/selftests/nsfs/pidns.c,GPL-2.0-only,
1363,linux-master/tools/testing/selftests/nsfs/owner.c,GPL-2.0-only,
1364,linux-master/tools/testing/selftests/nsfs/Makefile,GPL-2.0-only,
1365,linux-master/tools/testing/selftests/nsfs/.gitignore,GPL-2.0-only,
1366,linux-master/tools/testing/selftests/nsfs/config,No_license_found,
1367,linux-master/tools/testing/selftests/nsfs,,
1368,linux-master/tools/testing/selftests/nolibc/nolibc-test.c,GPL-2.0-only,
1369,linux-master/tools/testing/selftests/nolibc/Makefile,GPL-2.0-only,
1370,linux-master/tools/testing/selftests/nolibc/.gitignore,No_license_found,
1371,linux-master/tools/testing/selftests/nolibc,,
1372,linux-master/tools/testing/selftests/netfilter/settings,No_license_found,
1373,linux-master/tools/testing/selftests/netfilter/rpath.sh,GPL-2.0-only,
1374,linux-master/tools/testing/selftests/netfilter/nft_zones_many.sh,No_license_found,
1375,linux-master/tools/testing/selftests/netfilter/nft_trans_stress.sh,No_license_found,
1376,linux-master/tools/testing/selftests/netfilter/nft_synproxy.sh,GPL-2.0-only,
1377,linux-master/tools/testing/selftests/netfilter/nft_queue.sh,No_license_found,
1378,linux-master/tools/testing/selftests/netfilter/nft_nat_zones.sh,No_license_found,
1379,linux-master/tools/testing/selftests/netfilter/nft_nat.sh,No_license_found,
1380,linux-master/tools/testing/selftests/netfilter/nft_meta.sh,No_license_found,
1381,linux-master/tools/testing/selftests/netfilter/nft_flowtable.sh,GPL-2.0-only,
1382,linux-master/tools/testing/selftests/netfilter/nft_fib.sh,No_license_found,
1383,linux-master/tools/testing/selftests/netfilter/nft_conntrack_helper.sh,No_license_found,
1384,linux-master/tools/testing/selftests/netfilter/nft_concat_range.sh,GPL-2.0-only,
1385,linux-master/tools/testing/selftests/netfilter/nf-queue.c,GPL-2.0-only,
1386,linux-master/tools/testing/selftests/netfilter/nf_nat_edemux.sh,GPL-2.0-only,
1387,linux-master/tools/testing/selftests/netfilter/Makefile,GPL-2.0-only,
1388,linux-master/tools/testing/selftests/netfilter/ipvs.sh,GPL-2.0-only,
1389,linux-master/tools/testing/selftests/netfilter/ipip-conntrack-mtu.sh,GPL-2.0-only,
1390,linux-master/tools/testing/selftests/netfilter/.gitignore,GPL-2.0-only,
1391,linux-master/tools/testing/selftests/netfilter/conntrack_vrf.sh,No_license_found,
1392,linux-master/tools/testing/selftests/netfilter/conntrack_tcp_unreplied.sh,GPL-2.0-only,
1393,linux-master/tools/testing/selftests/netfilter/conntrack_icmp_related.sh,No_license_found,
1394,linux-master/tools/testing/selftests/netfilter/connect_close.c,GPL-2.0-only,
1395,linux-master/tools/testing/selftests/netfilter/config,No_license_found,
1396,linux-master/tools/testing/selftests/netfilter/bridge_brouter.sh,No_license_found,
1397,linux-master/tools/testing/selftests/netfilter,,
1398,linux-master/tools/testing/selftests/net/xfrm_policy.sh,GPL-2.0-only,
1399,linux-master/tools/testing/selftests/net/vrf-xfrm-tests.sh,GPL-2.0-only,
1400,linux-master/tools/testing/selftests/net/vrf_strict_mode_test.sh,GPL-2.0-only,
1401,linux-master/tools/testing/selftests/net/vrf_route_leaking.sh,GPL-2.0-only,
1402,linux-master/tools/testing/selftests/net/veth.sh,GPL-2.0-only,
1403,linux-master/tools/testing/selftests/net/unicast_extensions.sh,GPL-2.0-only,
1404,linux-master/tools/testing/selftests/net/udpgso.sh,GPL-2.0-only,
1405,linux-master/tools/testing/selftests/net/udpgso.c,GPL-2.0-only,
1406,linux-master/tools/testing/selftests/net/udpgso_bench_tx.c,GPL-2.0-only,
1407,linux-master/tools/testing/selftests/net/udpgso_bench.sh,GPL-2.0-only,
1408,linux-master/tools/testing/selftests/net/udpgso_bench_rx.c,GPL-2.0-only,
1409,linux-master/tools/testing/selftests/net/udpgro.sh,GPL-2.0-only,
1410,linux-master/tools/testing/selftests/net/udpgro_fwd.sh,GPL-2.0-only,
1411,linux-master/tools/testing/selftests/net/udpgro_frglist.sh,GPL-2.0-only,
1412,linux-master/tools/testing/selftests/net/udpgro_bench.sh,GPL-2.0-only,
1413,linux-master/tools/testing/selftests/net/txtimestamp.sh,GPL-2.0-only,
1414,linux-master/tools/testing/selftests/net/txtimestamp.c,GPL-2.0-only,
1415,linux-master/tools/testing/selftests/net/txring_overwrite.c,GPL-2.0-only,
1416,linux-master/tools/testing/selftests/net/tun.c,GPL-2.0-only,
1417,linux-master/tools/testing/selftests/net/traceroute.sh,GPL-2.0-only,
1418,linux-master/tools/testing/selftests/net/toeplitz.sh,GPL-2.0-only,
1419,linux-master/tools/testing/selftests/net/toeplitz_client.sh,GPL-2.0-only,
1420,linux-master/tools/testing/selftests/net/toeplitz.c,GPL-2.0-only,
1421,linux-master/tools/testing/selftests/net/tls.c,GPL-2.0-only,
1422,linux-master/tools/testing/selftests/net/timestamping.c,GPL-2.0-only,
1423,linux-master/tools/testing/selftests/net/test_vxlan_vnifiltering.sh,GPL-2.0-only,
1424,linux-master/tools/testing/selftests/net/test_vxlan_under_vrf.sh,GPL-2.0-only,
1425,linux-master/tools/testing/selftests/net/test_vxlan_mdb.sh,GPL-2.0-only,
1426,linux-master/tools/testing/selftests/net/test_vxlan_fdb_changelink.sh,GPL-2.0-only,
1427,linux-master/tools/testing/selftests/net/test_ingress_egress_chaining.sh,GPL-2.0-only,
1428,linux-master/tools/testing/selftests/net/test_bridge_neigh_suppress.sh,GPL-2.0-only,
1429,linux-master/tools/testing/selftests/net/test_bpf.sh,GPL-2.0-only,
1430,linux-master/tools/testing/selftests/net/test_blackhole_dev.sh,GPL-2.0-only,
1431,linux-master/tools/testing/selftests/net/tcp_mmap.c,GPL-2.0-only,
1432,linux-master/tools/testing/selftests/net/tcp_inq.c,GPL-2.0-only,
1433,linux-master/tools/testing/selftests/net/tcp_fastopen_backup_key.sh,GPL-2.0-only,
1434,linux-master/tools/testing/selftests/net/tcp_fastopen_backup_key.c,GPL-2.0-only,
1435,linux-master/tools/testing/selftests/net/tap.c,GPL-2.0-only,
1436,linux-master/tools/testing/selftests/net/stress_reuseport_listen.sh,GPL-2.0-only,
1437,linux-master/tools/testing/selftests/net/stress_reuseport_listen.c,GPL-2.0-only,
1438,linux-master/tools/testing/selftests/net/srv6_hl2encap_red_l2vpn_test.sh,GPL-2.0-only,
1439,linux-master/tools/testing/selftests/net/srv6_hencap_red_l3vpn_test.sh,GPL-2.0-only,
1440,linux-master/tools/testing/selftests/net/srv6_end_next_csid_l3vpn_test.sh,GPL-2.0-only,
1441,linux-master/tools/testing/selftests/net/srv6_end_flavors_test.sh,GPL-2.0-only,
1442,linux-master/tools/testing/selftests/net/srv6_end_dt6_l3vpn_test.sh,GPL-2.0-only,
1443,linux-master/tools/testing/selftests/net/srv6_end_dt4_l3vpn_test.sh,GPL-2.0-only,
1444,linux-master/tools/testing/selftests/net/srv6_end_dt46_l3vpn_test.sh,GPL-2.0-only,
1445,linux-master/tools/testing/selftests/net/so_txtime.sh,GPL-2.0-only,
1446,linux-master/tools/testing/selftests/net/so_txtime.c,GPL-2.0-only,
1447,linux-master/tools/testing/selftests/net/so_netns_cookie.c,GPL-2.0-only,
1448,linux-master/tools/testing/selftests/net/so_incoming_cpu.c,GPL-2.0-only,
1449,linux-master/tools/testing/selftests/net/socket.c,GPL-2.0-only,
1450,linux-master/tools/testing/selftests/net/sk_connect_zero_addr.c,GPL-2.0-only,
1451,linux-master/tools/testing/selftests/net/sk_bind_sendto_listen.c,GPL-2.0-only,
1452,linux-master/tools/testing/selftests/net/setup_veth.sh,GPL-2.0-only,
1453,linux-master/tools/testing/selftests/net/setup_loopback.sh,GPL-2.0-only,
1454,linux-master/tools/testing/selftests/net/settings,No_license_found,
1455,linux-master/tools/testing/selftests/net/sctp_vrf.sh,GPL-2.0-only,
1456,linux-master/tools/testing/selftests/net/sctp_hello.c,GPL-2.0-only,
1457,linux-master/tools/testing/selftests/net/rxtimestamp.sh,GPL-2.0-only,
1458,linux-master/tools/testing/selftests/net/rxtimestamp.c,No_license_found,
1459,linux-master/tools/testing/selftests/net/run_netsocktests,GPL-2.0-only,
1460,linux-master/tools/testing/selftests/net/run_afpackettests,GPL-2.0-only,
1461,linux-master/tools/testing/selftests/net/rtnetlink.sh,No_license_found,
1462,linux-master/tools/testing/selftests/net/rps_default_mask.sh,GPL-2.0-only,
1463,linux-master/tools/testing/selftests/net/route_localnet.sh,GPL-2.0-only,
1464,linux-master/tools/testing/selftests/net/reuseport_dualstack.c,GPL-2.0-only,
1465,linux-master/tools/testing/selftests/net/reuseport_bpf_numa.c,GPL-2.0-only,
1466,linux-master/tools/testing/selftests/net/reuseport_bpf_cpu.c,GPL-2.0-only,
1467,linux-master/tools/testing/selftests/net/reuseport_bpf.c,GPL,
1468,linux-master/tools/testing/selftests/net/reuseport_addr_any.sh,GPL-2.0-only,
1469,linux-master/tools/testing/selftests/net/reuseport_addr_any.c,GPL-2.0-only,
1470,linux-master/tools/testing/selftests/net/reuseaddr_ports_exhausted.sh,GPL-2.0-only,
1471,linux-master/tools/testing/selftests/net/reuseaddr_ports_exhausted.c,GPL-2.0-only,
1472,linux-master/tools/testing/selftests/net/reuseaddr_conflict.c,No_license_found,
1473,linux-master/tools/testing/selftests/net/psock_tpacket.c,GPL-2.0-only,
1474,linux-master/tools/testing/selftests/net/psock_snd.sh,GPL-2.0-only,
1475,linux-master/tools/testing/selftests/net/psock_snd.c,GPL-2.0-only,
1476,linux-master/tools/testing/selftests/net/psock_lib.h,GPL-2.0-only,
1477,linux-master/tools/testing/selftests/net/psock_fanout.c,GPL-2.0-only,
1478,linux-master/tools/testing/selftests/net/pmtu.sh,GPL-2.0-only,
1479,linux-master/tools/testing/selftests/net/nettest.c,GPL-2.0-only,
1480,linux-master/tools/testing/selftests/net/netdevice.sh,GPL-2.0-only,
1481,linux-master/tools/testing/selftests/net/ndisc_unsolicited_na_test.sh,GPL-2.0-only,
1482,linux-master/tools/testing/selftests/net/nat6to4.c,GPL-2.0-only Apache-2.0,
1483,linux-master/tools/testing/selftests/net/msg_zerocopy.sh,No_license_found,
1484,linux-master/tools/testing/selftests/net/msg_zerocopy.c,No_license_found,
1485,linux-master/tools/testing/selftests/net/Makefile,GPL-2.0-only,
1486,linux-master/tools/testing/selftests/net/l2tp.sh,GPL-2.0-only,
1487,linux-master/tools/testing/selftests/net/l2_tos_ttl_inherit.sh,GPL-2.0-only,
1488,linux-master/tools/testing/selftests/net/ipv6_flowlabel.sh,GPL-2.0-only,
1489,linux-master/tools/testing/selftests/net/ipv6_flowlabel_mgr.c,GPL-2.0-only,
1490,linux-master/tools/testing/selftests/net/ipv6_flowlabel.c,GPL-2.0-only,
1491,linux-master/tools/testing/selftests/net/ipsec.c,GPL-2.0-only,
1492,linux-master/tools/testing/selftests/net/ip_local_port_range.sh,GPL-2.0-only,
1493,linux-master/tools/testing/selftests/net/ip_local_port_range.c,GPL-2.0-only BSD-3-Clause Dual-license,
1494,linux-master/tools/testing/selftests/net/ip_defrag.sh,GPL-2.0-only,
1495,linux-master/tools/testing/selftests/net/ip_defrag.c,GPL-2.0-only,
1496,linux-master/tools/testing/selftests/net/ip6_gre_headroom.sh,GPL-2.0-only,
1497,linux-master/tools/testing/selftests/net/io_uring_zerocopy_tx.sh,No_license_found,
1498,linux-master/tools/testing/selftests/net/io_uring_zerocopy_tx.c,MIT,
1499,linux-master/tools/testing/selftests/net/ioam6.sh,GPL-2.0-or-later,
1500,linux-master/tools/testing/selftests/net/ioam6_parser.c,GPL-2.0-or-later,
1501,linux-master/tools/testing/selftests/net/in_netns.sh,GPL-2.0-only,
1502,linux-master/tools/testing/selftests/net/icmp.sh,GPL-2.0-only,
1503,linux-master/tools/testing/selftests/net/icmp_redirect.sh,GPL-2.0-only,
1504,linux-master/tools/testing/selftests/net/hwtstamp_config.c,GPL-2.0-only,
1505,linux-master/tools/testing/selftests/net/gro.sh,GPL-2.0-only,
1506,linux-master/tools/testing/selftests/net/gro.c,GPL-2.0-only,
1507,linux-master/tools/testing/selftests/net/gre_gso.sh,GPL-2.0-only,
1508,linux-master/tools/testing/selftests/net/.gitignore,GPL-2.0-only,
1509,linux-master/tools/testing/selftests/net/fin_ack_lat.sh,GPL-2.0-only,
1510,linux-master/tools/testing/selftests/net/fin_ack_lat.c,GPL-2.0-only,
1511,linux-master/tools/testing/selftests/net/fib_tests.sh,GPL-2.0-only,
1512,linux-master/tools/testing/selftests/net/fib_rule_tests.sh,GPL-2.0-only,
1513,linux-master/tools/testing/selftests/net/fib-onlink-tests.sh,GPL-2.0-only,
1514,linux-master/tools/testing/selftests/net/fib_nexthops.sh,GPL-2.0-only,
1515,linux-master/tools/testing/selftests/net/fib_nexthop_nongw.sh,GPL-2.0-only,
1516,linux-master/tools/testing/selftests/net/fib_nexthop_multiprefix.sh,GPL-2.0-only,
1517,linux-master/tools/testing/selftests/net/fcnal-test.sh,GPL-2.0-only,
1518,linux-master/tools/testing/selftests/net/drop_monitor_tests.sh,GPL-2.0-only,
1519,linux-master/tools/testing/selftests/net/devlink_port_split.py,GPL-2.0-only,
1520,linux-master/tools/testing/selftests/net/csum.c,GPL-2.0-only,
1521,linux-master/tools/testing/selftests/net/config,No_license_found,
1522,linux-master/tools/testing/selftests/net/cmsg_time.sh,GPL-2.0-only,
1523,linux-master/tools/testing/selftests/net/cmsg_so_mark.sh,GPL-2.0-only,
1524,linux-master/tools/testing/selftests/net/cmsg_sender.c,GPL-2.0-or-later,
1525,linux-master/tools/testing/selftests/net/cmsg_ipv6.sh,GPL-2.0-only,
1526,linux-master/tools/testing/selftests/net/bind_wildcard.c,GPL-2.0-only,
1527,linux-master/tools/testing/selftests/net/bind_timewait.c,GPL-2.0-only,
1528,linux-master/tools/testing/selftests/net/bind_bhash.sh,GPL-2.0-only,
1529,linux-master/tools/testing/selftests/net/bind_bhash.c,GPL-2.0-only,
1530,linux-master/tools/testing/selftests/net/big_tcp.sh,GPL-2.0-only,
1531,linux-master/tools/testing/selftests/net/bareudp.sh,GPL-2.0-only,
1532,linux-master/tools/testing/selftests/net/arp_ndisc_untracked_subnets.sh,GPL-2.0-only,
1533,linux-master/tools/testing/selftests/net/arp_ndisc_evict_nocarrier.sh,GPL-2.0-only,
1534,linux-master/tools/testing/selftests/net/amt.sh,GPL-2.0-only,
1535,linux-master/tools/testing/selftests/net/altnames.sh,GPL-2.0-only,
1536,linux-master/tools/testing/selftests/net/openvswitch/ovs-dpctl.py,GPL-2.0-only,
1537,linux-master/tools/testing/selftests/net/openvswitch/openvswitch.sh,GPL-2.0-only,
1538,linux-master/tools/testing/selftests/net/openvswitch/Makefile,GPL-2.0-only,
1539,linux-master/tools/testing/selftests/net/openvswitch,,
1540,linux-master/tools/testing/selftests/net/mptcp/userspace_pm.sh,GPL-2.0-only,
1541,linux-master/tools/testing/selftests/net/mptcp/simult_flows.sh,GPL-2.0-only,
1542,linux-master/tools/testing/selftests/net/mptcp/settings,No_license_found,
1543,linux-master/tools/testing/selftests/net/mptcp/pm_nl_ctl.c,GPL-2.0-only,
1544,linux-master/tools/testing/selftests/net/mptcp/pm_netlink.sh,GPL-2.0-only,
1545,linux-master/tools/testing/selftests/net/mptcp/mptcp_sockopt.sh,GPL-2.0-only,
1546,linux-master/tools/testing/selftests/net/mptcp/mptcp_sockopt.c,GPL-2.0-only,
1547,linux-master/tools/testing/selftests/net/mptcp/mptcp_lib.sh,GPL-2.0-only,
1548,linux-master/tools/testing/selftests/net/mptcp/mptcp_join.sh,GPL-2.0-only,
1549,linux-master/tools/testing/selftests/net/mptcp/mptcp_inq.c,GPL-2.0-only,
1550,linux-master/tools/testing/selftests/net/mptcp/mptcp_connect.sh,GPL-2.0-only,
1551,linux-master/tools/testing/selftests/net/mptcp/mptcp_connect.c,GPL-2.0-only,
1552,linux-master/tools/testing/selftests/net/mptcp/Makefile,GPL-2.0-only,
1553,linux-master/tools/testing/selftests/net/mptcp/.gitignore,GPL-2.0-only,
1554,linux-master/tools/testing/selftests/net/mptcp/diag.sh,GPL-2.0-only,
1555,linux-master/tools/testing/selftests/net/mptcp/config,No_license_found,
1556,linux-master/tools/testing/selftests/net/mptcp,,
1557,linux-master/tools/testing/selftests/net/hsr/Makefile,GPL-2.0-only,
1558,linux-master/tools/testing/selftests/net/hsr/hsr_ping.sh,GPL-2.0-only,
1559,linux-master/tools/testing/selftests/net/hsr/config,No_license_found,
1560,linux-master/tools/testing/selftests/net/hsr,,
1561,linux-master/tools/testing/selftests/net/forwarding/vxlan_symmetric.sh,GPL-2.0-only,
1562,linux-master/tools/testing/selftests/net/forwarding/vxlan_symmetric_ipv6.sh,GPL-2.0-only,
1563,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1q.sh,GPL-2.0-only,
1564,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1q_port_8472.sh,GPL-2.0-only,
1565,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1q_port_8472_ipv6.sh,GPL-2.0-only,
1566,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1q_ipv6.sh,GPL-2.0-only,
1567,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1d.sh,GPL-2.0-only,
1568,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1d_port_8472.sh,GPL-2.0-only,
1569,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1d_port_8472_ipv6.sh,GPL-2.0-only,
1570,linux-master/tools/testing/selftests/net/forwarding/vxlan_bridge_1d_ipv6.sh,GPL-2.0-only,
1571,linux-master/tools/testing/selftests/net/forwarding/vxlan_asymmetric.sh,GPL-2.0-only,
1572,linux-master/tools/testing/selftests/net/forwarding/vxlan_asymmetric_ipv6.sh,GPL-2.0-only,
1573,linux-master/tools/testing/selftests/net/forwarding/tsn_lib.sh,GPL-2.0-only,
1574,linux-master/tools/testing/selftests/net/forwarding/tc_vlan_modify.sh,GPL-2.0-only,
1575,linux-master/tools/testing/selftests/net/forwarding/tc_tunnel_key.sh,GPL-2.0-only,
1576,linux-master/tools/testing/selftests/net/forwarding/tc_shblocks.sh,GPL-2.0-only,
1577,linux-master/tools/testing/selftests/net/forwarding/tc_police.sh,GPL-2.0-only,
1578,linux-master/tools/testing/selftests/net/forwarding/tc_mpls_l2vpn.sh,GPL-2.0-only,
1579,linux-master/tools/testing/selftests/net/forwarding/tc_flower.sh,GPL-2.0-only,
1580,linux-master/tools/testing/selftests/net/forwarding/tc_flower_router.sh,GPL-2.0-only,
1581,linux-master/tools/testing/selftests/net/forwarding/tc_common.sh,GPL-2.0-only,
1582,linux-master/tools/testing/selftests/net/forwarding/tc_chains.sh,GPL-2.0-only,
1583,linux-master/tools/testing/selftests/net/forwarding/tc_actions.sh,GPL-2.0-only,
1584,linux-master/tools/testing/selftests/net/forwarding/skbedit_priority.sh,GPL-2.0-only,
1585,linux-master/tools/testing/selftests/net/forwarding/sch_tbf_root.sh,GPL-2.0-only,
1586,linux-master/tools/testing/selftests/net/forwarding/sch_tbf_prio.sh,GPL-2.0-only,
1587,linux-master/tools/testing/selftests/net/forwarding/sch_tbf_ets.sh,GPL-2.0-only,
1588,linux-master/tools/testing/selftests/net/forwarding/sch_tbf_etsprio.sh,GPL-2.0-only,
1589,linux-master/tools/testing/selftests/net/forwarding/sch_tbf_core.sh,GPL-2.0-only,
1590,linux-master/tools/testing/selftests/net/forwarding/sch_red.sh,GPL-2.0-only,
1591,linux-master/tools/testing/selftests/net/forwarding/sch_ets_tests.sh,GPL-2.0-only,
1592,linux-master/tools/testing/selftests/net/forwarding/sch_ets.sh,GPL-2.0-only,
1593,linux-master/tools/testing/selftests/net/forwarding/sch_ets_core.sh,GPL-2.0-only,
1594,linux-master/tools/testing/selftests/net/forwarding/router_vid_1.sh,GPL-2.0-only,
1595,linux-master/tools/testing/selftests/net/forwarding/router.sh,GPL-2.0-only,
1596,linux-master/tools/testing/selftests/net/forwarding/router_nh.sh,GPL-2.0-only,
1597,linux-master/tools/testing/selftests/net/forwarding/router_multipath.sh,GPL-2.0-only,
1598,linux-master/tools/testing/selftests/net/forwarding/router_multicast.sh,GPL-2.0-only,
1599,linux-master/tools/testing/selftests/net/forwarding/router_mpath_nh.sh,GPL-2.0-only,
1600,linux-master/tools/testing/selftests/net/forwarding/router_mpath_nh_res.sh,GPL-2.0-only,
1601,linux-master/tools/testing/selftests/net/forwarding/router_broadcast.sh,GPL-2.0-only,
1602,linux-master/tools/testing/selftests/net/forwarding/router_bridge_vlan.sh,GPL-2.0-only,
1603,linux-master/tools/testing/selftests/net/forwarding/router_bridge.sh,GPL-2.0-only,
1604,linux-master/tools/testing/selftests/net/forwarding/README,No_license_found,
1605,linux-master/tools/testing/selftests/net/forwarding/q_in_vni.sh,GPL-2.0-only,
1606,linux-master/tools/testing/selftests/net/forwarding/q_in_vni_ipv6.sh,GPL-2.0-only,
1607,linux-master/tools/testing/selftests/net/forwarding/pedit_l4port.sh,GPL-2.0-only,
1608,linux-master/tools/testing/selftests/net/forwarding/pedit_ip.sh,GPL-2.0-only,
1609,linux-master/tools/testing/selftests/net/forwarding/pedit_dsfield.sh,GPL-2.0-only,
1610,linux-master/tools/testing/selftests/net/forwarding/no_forwarding.sh,GPL-2.0-only,
1611,linux-master/tools/testing/selftests/net/forwarding/mirror_vlan.sh,GPL-2.0-only,
1612,linux-master/tools/testing/selftests/net/forwarding/mirror_topo_lib.sh,GPL-2.0-only,
1613,linux-master/tools/testing/selftests/net/forwarding/mirror_lib.sh,GPL-2.0-only,
1614,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_vlan.sh,GPL-2.0-only,
1615,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_vlan_bridge_1q.sh,GPL-2.0-only,
1616,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_topo_lib.sh,GPL-2.0-only,
1617,linux-master/tools/testing/selftests/net/forwarding/mirror_gre.sh,GPL-2.0-only,
1618,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_nh.sh,GPL-2.0-only,
1619,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_neigh.sh,GPL-2.0-only,
1620,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_lib.sh,GPL-2.0-only,
1621,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_lag_lacp.sh,GPL-2.0-only,
1622,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_flower.sh,GPL-2.0-only,
1623,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_changes.sh,GPL-2.0-only,
1624,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_bridge_1q.sh,GPL-2.0-only,
1625,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_bridge_1q_lag.sh,GPL-2.0-only,
1626,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_bridge_1d_vlan.sh,GPL-2.0-only,
1627,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_bridge_1d.sh,GPL-2.0-only,
1628,linux-master/tools/testing/selftests/net/forwarding/mirror_gre_bound.sh,GPL-2.0-only,
1629,linux-master/tools/testing/selftests/net/forwarding/Makefile,Dual-license GPL-2.0-or-later MIT,
1630,linux-master/tools/testing/selftests/net/forwarding/loopback.sh,GPL-2.0-only,
1631,linux-master/tools/testing/selftests/net/forwarding/local_termination.sh,GPL-2.0-only,
1632,linux-master/tools/testing/selftests/net/forwarding/lib.sh,GPL-2.0-only,
1633,linux-master/tools/testing/selftests/net/forwarding/ipip_lib.sh,GPL-2.0-only,
1634,linux-master/tools/testing/selftests/net/forwarding/ipip_hier_gre.sh,GPL-2.0-only,
1635,linux-master/tools/testing/selftests/net/forwarding/ipip_hier_gre_keys.sh,GPL-2.0-only,
1636,linux-master/tools/testing/selftests/net/forwarding/ipip_hier_gre_key.sh,GPL-2.0-only,
1637,linux-master/tools/testing/selftests/net/forwarding/ipip_flat_gre.sh,GPL-2.0-only,
1638,linux-master/tools/testing/selftests/net/forwarding/ipip_flat_gre_keys.sh,GPL-2.0-only,
1639,linux-master/tools/testing/selftests/net/forwarding/ipip_flat_gre_key.sh,GPL-2.0-only,
1640,linux-master/tools/testing/selftests/net/forwarding/ip6gre_lib.sh,GPL-2.0-only,
1641,linux-master/tools/testing/selftests/net/forwarding/ip6gre_inner_v6_multipath.sh,GPL-2.0-only,
1642,linux-master/tools/testing/selftests/net/forwarding/ip6gre_inner_v4_multipath.sh,GPL-2.0-only,
1643,linux-master/tools/testing/selftests/net/forwarding/ip6gre_hier.sh,GPL-2.0-only,
1644,linux-master/tools/testing/selftests/net/forwarding/ip6gre_hier_keys.sh,GPL-2.0-only,
1645,linux-master/tools/testing/selftests/net/forwarding/ip6gre_hier_key.sh,GPL-2.0-only,
1646,linux-master/tools/testing/selftests/net/forwarding/ip6gre_flat.sh,GPL-2.0-only,
1647,linux-master/tools/testing/selftests/net/forwarding/ip6gre_flat_keys.sh,GPL-2.0-only,
1648,linux-master/tools/testing/selftests/net/forwarding/ip6gre_flat_key.sh,GPL-2.0-only,
1649,linux-master/tools/testing/selftests/net/forwarding/ip6gre_custom_multipath_hash.sh,GPL-2.0-only,
1650,linux-master/tools/testing/selftests/net/forwarding/ip6_forward_instats_vrf.sh,GPL-2.0-only,
1651,linux-master/tools/testing/selftests/net/forwarding/hw_stats_l3.sh,GPL-2.0-only,
1652,linux-master/tools/testing/selftests/net/forwarding/hw_stats_l3_gre.sh,GPL-2.0-only,
1653,linux-master/tools/testing/selftests/net/forwarding/gre_multipath.sh,GPL-2.0-only,
1654,linux-master/tools/testing/selftests/net/forwarding/gre_multipath_nh.sh,GPL-2.0-only,
1655,linux-master/tools/testing/selftests/net/forwarding/gre_multipath_nh_res.sh,GPL-2.0-only,
1656,linux-master/tools/testing/selftests/net/forwarding/gre_inner_v6_multipath.sh,GPL-2.0-only,
1657,linux-master/tools/testing/selftests/net/forwarding/gre_inner_v4_multipath.sh,GPL-2.0-only,
1658,linux-master/tools/testing/selftests/net/forwarding/gre_custom_multipath_hash.sh,GPL-2.0-only,
1659,linux-master/tools/testing/selftests/net/forwarding/.gitignore,GPL-2.0-only,
1660,linux-master/tools/testing/selftests/net/forwarding/forwarding.config.sample,GPL-2.0-only,
1661,linux-master/tools/testing/selftests/net/forwarding/fib_offload_lib.sh,GPL-2.0-only,
1662,linux-master/tools/testing/selftests/net/forwarding/ethtool.sh,GPL-2.0-only,
1663,linux-master/tools/testing/selftests/net/forwarding/ethtool_mm.sh,GPL-2.0-only,
1664,linux-master/tools/testing/selftests/net/forwarding/ethtool_lib.sh,GPL-2.0-only,
1665,linux-master/tools/testing/selftests/net/forwarding/ethtool_extended_state.sh,GPL-2.0-only,
1666,linux-master/tools/testing/selftests/net/forwarding/dual_vxlan_bridge.sh,GPL-2.0-only,
1667,linux-master/tools/testing/selftests/net/forwarding/devlink_lib.sh,GPL-2.0-only,
1668,linux-master/tools/testing/selftests/net/forwarding/custom_multipath_hash.sh,GPL-2.0-only,
1669,linux-master/tools/testing/selftests/net/forwarding/config,No_license_found,
1670,linux-master/tools/testing/selftests/net/forwarding/bridge_vlan_unaware.sh,GPL-2.0-only,
1671,linux-master/tools/testing/selftests/net/forwarding/bridge_vlan_mcast.sh,GPL-2.0-only,
1672,linux-master/tools/testing/selftests/net/forwarding/bridge_vlan_aware.sh,GPL-2.0-only,
1673,linux-master/tools/testing/selftests/net/forwarding/bridge_sticky_fdb.sh,GPL-2.0-only,
1674,linux-master/tools/testing/selftests/net/forwarding/bridge_port_isolation.sh,GPL-2.0-only,
1675,linux-master/tools/testing/selftests/net/forwarding/bridge_mld.sh,GPL-2.0-only,
1676,linux-master/tools/testing/selftests/net/forwarding/bridge_mdb.sh,GPL-2.0-only,
