,file path,scan results,concluded results
747,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/src/bug_on.h,GPL-2.0-only,
748,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/src/barriers.h,GPL-2.0-only,
749,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/src/assume.h,GPL-2.0-only,
750,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/src,,
751,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/include/linux/types.h,GPL-2.0-only,
752,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/include/linux/kconfig.h,No_license_found,
753,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/include/linux/.gitignore,GPL-2.0-only,
754,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/include/linux,,
755,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/include,,
756,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/uapi/linux/types.h,No_license_found,
757,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/uapi/linux,,
758,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/uapi,,
759,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/workqueue.h,No_license_found,
760,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/smp.h,No_license_found,
761,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/sched.h,No_license_found,
762,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/rcupdate.h,No_license_found,
763,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/preempt.h,No_license_found,
764,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/percpu.h,No_license_found,
765,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/mutex.h,No_license_found,
766,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/export.h,No_license_found,
767,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux/delay.h,No_license_found,
768,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes/linux,,
769,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc/empty_includes,,
770,linux-master/tools/testing/selftests/rcutorture/formal/srcu-cbmc,,
771,linux-master/tools/testing/selftests/rcutorture/formal,,
772,linux-master/tools/testing/selftests/rcutorture/doc/TREE_RCU-kconfig.txt,No_license_found,
773,linux-master/tools/testing/selftests/rcutorture/doc/TINY_RCU.txt,No_license_found,
774,linux-master/tools/testing/selftests/rcutorture/doc/rcu-test-image.txt,No_license_found,
775,linux-master/tools/testing/selftests/rcutorture/doc/initrd.txt,No_license_found,
776,linux-master/tools/testing/selftests/rcutorture/doc,,
777,linux-master/tools/testing/selftests/rcutorture/configs/scf/ver_functions.sh,GPL-2.0-or-later,
778,linux-master/tools/testing/selftests/rcutorture/configs/scf/PREEMPT,No_license_found,
779,linux-master/tools/testing/selftests/rcutorture/configs/scf/NOPREEMPT.boot,No_license_found,
780,linux-master/tools/testing/selftests/rcutorture/configs/scf/NOPREEMPT,No_license_found,
781,linux-master/tools/testing/selftests/rcutorture/configs/scf/CFLIST,No_license_found,
782,linux-master/tools/testing/selftests/rcutorture/configs/scf/CFcommon,No_license_found,
783,linux-master/tools/testing/selftests/rcutorture/configs/scf,,
784,linux-master/tools/testing/selftests/rcutorture/configs/refscale/ver_functions.sh,GPL-2.0-or-later,
785,linux-master/tools/testing/selftests/rcutorture/configs/refscale/PREEMPT,No_license_found,
786,linux-master/tools/testing/selftests/rcutorture/configs/refscale/NOPREEMPT,No_license_found,
787,linux-master/tools/testing/selftests/rcutorture/configs/refscale/CFLIST,No_license_found,
788,linux-master/tools/testing/selftests/rcutorture/configs/refscale/CFcommon,No_license_found,
789,linux-master/tools/testing/selftests/rcutorture/configs/refscale,,
790,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/ver_functions.sh,GPL-2.0-or-later,
791,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/TREE54,No_license_found,
792,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/TREE,No_license_found,
793,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/TRACE01.boot,No_license_found,
794,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/TRACE01,No_license_found,
795,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/TINY,No_license_found,
796,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/CFLIST,No_license_found,
797,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale/CFcommon,No_license_found,
798,linux-master/tools/testing/selftests/rcutorture/configs/rcuscale,,
799,linux-master/tools/testing/selftests/rcutorture/configs/rcu/ver_functions.sh,GPL-2.0-or-later,
800,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRIVIAL.boot,No_license_found,
801,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRIVIAL,No_license_found,
802,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE10.boot,No_license_found,
803,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE10,No_license_found,
804,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE09,No_license_found,
805,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE08.boot,No_license_found,
806,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE08,No_license_found,
807,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE07.boot,No_license_found,
808,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE07,No_license_found,
809,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE06.boot,No_license_found,
810,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE06,No_license_found,
811,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE05.boot,No_license_found,
812,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE05,No_license_found,
813,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE04.boot,No_license_found,
814,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE04,No_license_found,
815,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE03.boot,No_license_found,
816,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE03,No_license_found,
817,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE02.boot,No_license_found,
818,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE02,No_license_found,
819,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE01.boot,No_license_found,
820,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TREE01,No_license_found,
821,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRACE02.boot,No_license_found,
822,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRACE02,No_license_found,
823,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRACE01.boot,No_license_found,
824,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TRACE01,No_license_found,
825,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TINY02.boot,No_license_found,
826,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TINY02,No_license_found,
827,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TINY01,No_license_found,
828,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS03.boot,No_license_found,
829,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS03,No_license_found,
830,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS02.boot,No_license_found,
831,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS02,No_license_found,
832,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS01.boot,No_license_found,
833,linux-master/tools/testing/selftests/rcutorture/configs/rcu/TASKS01,No_license_found,
834,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-U.boot,No_license_found,
835,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-U,No_license_found,
836,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-T.boot,No_license_found,
837,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-T,No_license_found,
838,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-P.boot,No_license_found,
839,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-P,No_license_found,
840,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-N.boot,No_license_found,
841,linux-master/tools/testing/selftests/rcutorture/configs/rcu/SRCU-N,No_license_found,
842,linux-master/tools/testing/selftests/rcutorture/configs/rcu/RUDE01.boot,No_license_found,
843,linux-master/tools/testing/selftests/rcutorture/configs/rcu/RUDE01,No_license_found,
844,linux-master/tools/testing/selftests/rcutorture/configs/rcu/CFLIST,No_license_found,
845,linux-master/tools/testing/selftests/rcutorture/configs/rcu/CFcommon,No_license_found,
846,linux-master/tools/testing/selftests/rcutorture/configs/rcu/BUSTED.boot,No_license_found,
847,linux-master/tools/testing/selftests/rcutorture/configs/rcu/BUSTED-BOOST.boot,No_license_found,
848,linux-master/tools/testing/selftests/rcutorture/configs/rcu/BUSTED-BOOST,No_license_found,
849,linux-master/tools/testing/selftests/rcutorture/configs/rcu/BUSTED,No_license_found,
850,linux-master/tools/testing/selftests/rcutorture/configs/rcu,,
851,linux-master/tools/testing/selftests/rcutorture/configs/lock/ver_functions.sh,GPL-2.0-or-later,
852,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK09.boot,No_license_found,
853,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK09,No_license_found,
854,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK08.boot,No_license_found,
855,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK08,No_license_found,
856,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK07.boot,No_license_found,
857,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK07,No_license_found,
858,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK06.boot,No_license_found,
859,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK06,No_license_found,
860,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK05.boot,No_license_found,
861,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK05,No_license_found,
862,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK04.boot,No_license_found,
863,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK04,No_license_found,
864,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK03.boot,No_license_found,
865,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK03,No_license_found,
866,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK02.boot,No_license_found,
867,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK02,No_license_found,
868,linux-master/tools/testing/selftests/rcutorture/configs/lock/LOCK01,No_license_found,
869,linux-master/tools/testing/selftests/rcutorture/configs/lock/CFLIST,No_license_found,
870,linux-master/tools/testing/selftests/rcutorture/configs/lock/CFcommon,No_license_found,
871,linux-master/tools/testing/selftests/rcutorture/configs/lock/BUSTED.boot,No_license_found,
872,linux-master/tools/testing/selftests/rcutorture/configs/lock/BUSTED,No_license_found,
873,linux-master/tools/testing/selftests/rcutorture/configs/lock,,
874,linux-master/tools/testing/selftests/rcutorture/configs,,
875,linux-master/tools/testing/selftests/rcutorture/bin/torture.sh,GPL-2.0-or-later,
876,linux-master/tools/testing/selftests/rcutorture/bin/srcu_lockdep.sh,GPL-2.0-or-later,
877,linux-master/tools/testing/selftests/rcutorture/bin/parse-console.sh,GPL-2.0-or-later,
878,linux-master/tools/testing/selftests/rcutorture/bin/parse-build.sh,GPL-2.0-or-later,
879,linux-master/tools/testing/selftests/rcutorture/bin/mkinitrd.sh,GPL-2.0-or-later,
880,linux-master/tools/testing/selftests/rcutorture/bin/kvm-transform.sh,GPL-2.0-or-later,
881,linux-master/tools/testing/selftests/rcutorture/bin/kvm-test-1-run.sh,GPL-2.0-or-later,
882,linux-master/tools/testing/selftests/rcutorture/bin/kvm-test-1-run-qemu.sh,GPL-2.0-or-later,
883,linux-master/tools/testing/selftests/rcutorture/bin/kvm-test-1-run-batch.sh,GPL-2.0-or-later,
884,linux-master/tools/testing/selftests/rcutorture/bin/kvm.sh,GPL-2.0-or-later,
885,linux-master/tools/testing/selftests/rcutorture/bin/kvm-remote.sh,GPL-2.0-or-later,
886,linux-master/tools/testing/selftests/rcutorture/bin/kvm-remote-noreap.sh,GPL-2.0-or-later,
887,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck.sh,GPL-2.0-or-later,
888,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-scf.sh,GPL-2.0-or-later,
889,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-refscale.sh,GPL-2.0-or-later,
890,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-rcu.sh,GPL-2.0-or-later,
891,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-rcuscale.sh,GPL-2.0-or-later,
892,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-rcuscale-ftrace.sh,GPL-2.0-or-later,
893,linux-master/tools/testing/selftests/rcutorture/bin/kvm-recheck-lock.sh,GPL-2.0-or-later,
894,linux-master/tools/testing/selftests/rcutorture/bin/kvm-get-cpus-script.sh,GPL-2.0-or-later,
895,linux-master/tools/testing/selftests/rcutorture/bin/kvm-find-errors.sh,GPL-2.0-or-later,
896,linux-master/tools/testing/selftests/rcutorture/bin/kvm-end-run-stats.sh,GPL-2.0-or-later,
897,linux-master/tools/testing/selftests/rcutorture/bin/kvm-check-branches.sh,GPL-2.0-or-later,
898,linux-master/tools/testing/selftests/rcutorture/bin/kvm-build.sh,GPL-2.0-or-later,
899,linux-master/tools/testing/selftests/rcutorture/bin/kvm-assign-cpus.sh,GPL-2.0-or-later,
900,linux-master/tools/testing/selftests/rcutorture/bin/kvm-again.sh,GPL-2.0-or-later,
901,linux-master/tools/testing/selftests/rcutorture/bin/kcsan-collapse.sh,GPL-2.0-or-later,
902,linux-master/tools/testing/selftests/rcutorture/bin/jitterstop.sh,GPL-2.0-or-later,
903,linux-master/tools/testing/selftests/rcutorture/bin/jitterstart.sh,GPL-2.0-or-later,
904,linux-master/tools/testing/selftests/rcutorture/bin/jitter.sh,GPL-2.0-or-later,
905,linux-master/tools/testing/selftests/rcutorture/bin/functions.sh,GPL-2.0-or-later,
906,linux-master/tools/testing/selftests/rcutorture/bin/cpus2use.sh,GPL-2.0-or-later,
907,linux-master/tools/testing/selftests/rcutorture/bin/console-badness.sh,GPL-2.0-or-later,
908,linux-master/tools/testing/selftests/rcutorture/bin/config_override.sh,GPL-2.0-or-later,
909,linux-master/tools/testing/selftests/rcutorture/bin/configNR_CPUS.sh,GPL-2.0-or-later,
910,linux-master/tools/testing/selftests/rcutorture/bin/configinit.sh,GPL-2.0-or-later,
911,linux-master/tools/testing/selftests/rcutorture/bin/configcheck.sh,GPL-2.0-or-later,
912,linux-master/tools/testing/selftests/rcutorture/bin/config2csv.sh,GPL-2.0-or-later,
913,linux-master/tools/testing/selftests/rcutorture/bin,,
914,linux-master/tools/testing/selftests/rcutorture,,
915,linux-master/tools/testing/selftests/ptrace/vmaccess.c,GPL-2.0-or-later,
916,linux-master/tools/testing/selftests/ptrace/peeksiginfo.c,GPL-2.0-only,
917,linux-master/tools/testing/selftests/ptrace/Makefile,GPL-2.0-only,
918,linux-master/tools/testing/selftests/ptrace/.gitignore,GPL-2.0-only,
919,linux-master/tools/testing/selftests/ptrace/get_syscall_info.c,GPL-2.0-or-later,
920,linux-master/tools/testing/selftests/ptrace/get_set_sud.c,GPL-2.0-only,
921,linux-master/tools/testing/selftests/ptrace,,
922,linux-master/tools/testing/selftests/ptp/testptp.mk,GPL-2.0-or-later,
923,linux-master/tools/testing/selftests/ptp/testptp.c,GPL-2.0-or-later,
924,linux-master/tools/testing/selftests/ptp/phc.sh,GPL-2.0-only,
925,linux-master/tools/testing/selftests/ptp/Makefile,GPL-2.0-only,
926,linux-master/tools/testing/selftests/ptp/.gitignore,GPL-2.0-only,
927,linux-master/tools/testing/selftests/ptp,,
928,linux-master/tools/testing/selftests/pstore/pstore_tests,GPL-2.0-only,
929,linux-master/tools/testing/selftests/pstore/pstore_post_reboot_tests,GPL-2.0-only,
930,linux-master/tools/testing/selftests/pstore/pstore_crash_test,GPL-2.0-only,
931,linux-master/tools/testing/selftests/pstore/Makefile,GPL-2.0-only,
932,linux-master/tools/testing/selftests/pstore/.gitignore,GPL-2.0-only,
933,linux-master/tools/testing/selftests/pstore/config,No_license_found,
934,linux-master/tools/testing/selftests/pstore/common_tests,GPL-2.0-only,
935,linux-master/tools/testing/selftests/pstore,,
936,linux-master/tools/testing/selftests/proc/thread-self.c,ISC,
937,linux-master/tools/testing/selftests/proc/setns-sysvipc.c,ISC,
938,linux-master/tools/testing/selftests/proc/setns-dcache.c,ISC,
939,linux-master/tools/testing/selftests/proc/self.c,ISC,
940,linux-master/tools/testing/selftests/proc/read.c,ISC,
941,linux-master/tools/testing/selftests/proc/proc-uptime.h,ISC,
942,linux-master/tools/testing/selftests/proc/proc-uptime-002.c,ISC,
943,linux-master/tools/testing/selftests/proc/proc-uptime-001.c,ISC,
944,linux-master/tools/testing/selftests/proc/proc-tid0.c,ISC,
945,linux-master/tools/testing/selftests/proc/proc-subset-pid.c,ISC,
946,linux-master/tools/testing/selftests/proc/proc-self-wchan.c,ISC,
947,linux-master/tools/testing/selftests/proc/proc-self-syscall.c,ISC,
948,linux-master/tools/testing/selftests/proc/proc-self-map-files-002.c,ISC,
949,linux-master/tools/testing/selftests/proc/proc-self-map-files-001.c,ISC,
950,linux-master/tools/testing/selftests/proc/proc-pid-vm.c,ISC,
951,linux-master/tools/testing/selftests/proc/proc-multiple-procfs.c,ISC,
952,linux-master/tools/testing/selftests/proc/proc-loadavg-001.c,ISC,
953,linux-master/tools/testing/selftests/proc/proc.h,No_license_found,
954,linux-master/tools/testing/selftests/proc/proc-fsconfig-hidepid.c,ISC,
955,linux-master/tools/testing/selftests/proc/proc-empty-vm.c,ISC,
956,linux-master/tools/testing/selftests/proc/Makefile,GPL-2.0-only,
957,linux-master/tools/testing/selftests/proc/.gitignore,GPL-2.0-only,
958,linux-master/tools/testing/selftests/proc/fd-003-kthread.c,ISC,
959,linux-master/tools/testing/selftests/proc/fd-002-posix-eq.c,ISC,
960,linux-master/tools/testing/selftests/proc/fd-001-lookup.c,ISC,
961,linux-master/tools/testing/selftests/proc/config,No_license_found,
962,linux-master/tools/testing/selftests/proc,,
963,linux-master/tools/testing/selftests/prctl/set-anon-vma-name-test.c,GPL-2.0-only,
964,linux-master/tools/testing/selftests/prctl/Makefile,GPL-2.0-only,
965,linux-master/tools/testing/selftests/prctl/.gitignore,GPL-2.0-only,
966,linux-master/tools/testing/selftests/prctl/disable-tsc-test.c,GPL-2.0-only,
967,linux-master/tools/testing/selftests/prctl/disable-tsc-on-off-stress-test.c,GPL-2.0-only,
968,linux-master/tools/testing/selftests/prctl/disable-tsc-ctxt-sw-stress-test.c,GPL-2.0-only,
969,linux-master/tools/testing/selftests/prctl/config,No_license_found,
970,linux-master/tools/testing/selftests/prctl,,
971,linux-master/tools/testing/selftests/powerpc/utils.c,GPL-2.0-only,
972,linux-master/tools/testing/selftests/powerpc/Makefile,GPL-2.0-only,
973,linux-master/tools/testing/selftests/powerpc/harness.c,GPL-2.0-only,
974,linux-master/tools/testing/selftests/powerpc/vphn/vphn.c,,
975,linux-master/tools/testing/selftests/powerpc/vphn/test-vphn.c,GPL-2.0-only,
976,linux-master/tools/testing/selftests/powerpc/vphn/Makefile,GPL-2.0-only,
977,linux-master/tools/testing/selftests/powerpc/vphn/.gitignore,GPL-2.0-only,
978,linux-master/tools/testing/selftests/powerpc/vphn/asm/lppaca.h,,
979,linux-master/tools/testing/selftests/powerpc/vphn/asm,,
980,linux-master/tools/testing/selftests/powerpc/vphn,,
981,linux-master/tools/testing/selftests/powerpc/tm/tm-vmx-unavail.c,GPL-2.0-only,
982,linux-master/tools/testing/selftests/powerpc/tm/tm-vmxcopy.c,GPL-2.0-only,
983,linux-master/tools/testing/selftests/powerpc/tm/tm-unavailable.c,GPL-2.0-only,
984,linux-master/tools/testing/selftests/powerpc/tm/tm-trap.c,GPL-2.0-only,
985,linux-master/tools/testing/selftests/powerpc/tm/tm-tmspr.c,GPL-2.0-only,
986,linux-master/tools/testing/selftests/powerpc/tm/tm-tar.c,GPL-2.0-only,
987,linux-master/tools/testing/selftests/powerpc/tm/tm-syscall.c,GPL-2.0-only,
988,linux-master/tools/testing/selftests/powerpc/tm/tm-syscall-asm.S,GPL-2.0-only,
989,linux-master/tools/testing/selftests/powerpc/tm/tm-sigreturn.c,GPL-2.0-only,
990,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-stack.c,GPL-2.0-only,
991,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-sigreturn-nt.c,GPL-2.0-only,
992,linux-master/tools/testing/selftests/powerpc/tm/tm-signal.S,GPL-2.0-or-later,
993,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-pagefault.c,GPL-2.0-only,
994,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-msr-resv.c,GPL-2.0-only,
995,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-context-force-tm.c,GPL-2.0-only,
996,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-context-chk-vsx.c,GPL-2.0-or-later,
997,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-context-chk-vmx.c,GPL-2.0-or-later,
998,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-context-chk-gpr.c,GPL-2.0-or-later,
999,linux-master/tools/testing/selftests/powerpc/tm/tm-signal-context-chk-fpu.c,GPL-2.0-or-later,
1000,linux-master/tools/testing/selftests/powerpc/tm/tm-resched-dscr.c,GPL-2.0-only,
1001,linux-master/tools/testing/selftests/powerpc/tm/tm-poison.c,GPL-2.0-only,
1002,linux-master/tools/testing/selftests/powerpc/tm/tm.h,GPL-2.0-only,
1003,linux-master/tools/testing/selftests/powerpc/tm/tm-fork.c,GPL-2.0-only,
1004,linux-master/tools/testing/selftests/powerpc/tm/tm-exec.c,GPL-2.0-or-later,
1005,linux-master/tools/testing/selftests/powerpc/tm/settings,No_license_found,
1006,linux-master/tools/testing/selftests/powerpc/tm/Makefile,GPL-2.0-only,
1007,linux-master/tools/testing/selftests/powerpc/tm/.gitignore,GPL-2.0-only,
1008,linux-master/tools/testing/selftests/powerpc/tm,,
1009,linux-master/tools/testing/selftests/powerpc/syscalls/rtas_filter.c,GPL-2.0-or-later,
1010,linux-master/tools/testing/selftests/powerpc/syscalls/Makefile,GPL-2.0-only,
1011,linux-master/tools/testing/selftests/powerpc/syscalls/ipc_unmuxed.c,GPL-2.0-or-later,
1012,linux-master/tools/testing/selftests/powerpc/syscalls/ipc.h,GPL-2.0-only,
1013,linux-master/tools/testing/selftests/powerpc/syscalls/.gitignore,GPL-2.0-only,
1014,linux-master/tools/testing/selftests/powerpc/syscalls,,
1015,linux-master/tools/testing/selftests/powerpc/switch_endian/switch_endian_test.S,GPL-2.0-only,
1016,linux-master/tools/testing/selftests/powerpc/switch_endian/Makefile,GPL-2.0-only,
1017,linux-master/tools/testing/selftests/powerpc/switch_endian/.gitignore,GPL-2.0-only,
1018,linux-master/tools/testing/selftests/powerpc/switch_endian/common.h,GPL-2.0-only,
1019,linux-master/tools/testing/selftests/powerpc/switch_endian/check.S,GPL-2.0-only,
1020,linux-master/tools/testing/selftests/powerpc/switch_endian,,
1021,linux-master/tools/testing/selftests/powerpc/stringloops/strlen.c,GPL-2.0-only,
1022,linux-master/tools/testing/selftests/powerpc/stringloops/strlen_32.S,,
1023,linux-master/tools/testing/selftests/powerpc/stringloops/string.c,GPL-2.0-only,
1024,linux-master/tools/testing/selftests/powerpc/stringloops/memcmp.c,GPL-2.0-only,
1025,linux-master/tools/testing/selftests/powerpc/stringloops/memcmp_64.S,,
1026,linux-master/tools/testing/selftests/powerpc/stringloops/memcmp_32.S,,
1027,linux-master/tools/testing/selftests/powerpc/stringloops/Makefile,GPL-2.0-only,
1028,linux-master/tools/testing/selftests/powerpc/stringloops/.gitignore,GPL-2.0-only,
1029,linux-master/tools/testing/selftests/powerpc/stringloops/asm/ppc-opcode.h,GPL-2.0-or-later,
1030,linux-master/tools/testing/selftests/powerpc/stringloops/asm/ppc_asm.h,GPL-2.0-only,
1031,linux-master/tools/testing/selftests/powerpc/stringloops/asm/export.h,No_license_found,
1032,linux-master/tools/testing/selftests/powerpc/stringloops/asm/cache.h,No_license_found,
1033,linux-master/tools/testing/selftests/powerpc/stringloops/asm,,
1034,linux-master/tools/testing/selftests/powerpc/stringloops,,
1035,linux-master/tools/testing/selftests/powerpc/signal/sig_sc_double_restart.c,GPL-2.0-or-later,
1036,linux-master/tools/testing/selftests/powerpc/signal/sigreturn_vdso.c,GPL-2.0-only,
1037,linux-master/tools/testing/selftests/powerpc/signal/sigreturn_unaligned.c,GPL-2.0-only,
1038,linux-master/tools/testing/selftests/powerpc/signal/sigreturn_kernel.c,GPL-2.0-only,
1039,linux-master/tools/testing/selftests/powerpc/signal/signal_tm.c,GPL-2.0-or-later,
1040,linux-master/tools/testing/selftests/powerpc/signal/signal.S,GPL-2.0-or-later,
1041,linux-master/tools/testing/selftests/powerpc/signal/signal.c,GPL-2.0-or-later,
1042,linux-master/tools/testing/selftests/powerpc/signal/sigfuz.c,GPL-2.0-only,
1043,linux-master/tools/testing/selftests/powerpc/signal/settings,No_license_found,
1044,linux-master/tools/testing/selftests/powerpc/signal/Makefile,GPL-2.0-only,
1045,linux-master/tools/testing/selftests/powerpc/signal/.gitignore,GPL-2.0-only,
1046,linux-master/tools/testing/selftests/powerpc/signal,,
1047,linux-master/tools/testing/selftests/powerpc/security/uaccess_flush.c,GPL-2.0-or-later,
1048,linux-master/tools/testing/selftests/powerpc/security/spectre_v2.c,GPL-2.0-or-later,
1049,linux-master/tools/testing/selftests/powerpc/security/rfi_flush.c,GPL-2.0-or-later,
1050,linux-master/tools/testing/selftests/powerpc/security/mitigation-patching.sh,No_license_found,
1051,linux-master/tools/testing/selftests/powerpc/security/Makefile,GPL-2.0-or-later,
1052,linux-master/tools/testing/selftests/powerpc/security/.gitignore,GPL-2.0-only,
1053,linux-master/tools/testing/selftests/powerpc/security/flush_utils.h,GPL-2.0-or-later,
1054,linux-master/tools/testing/selftests/powerpc/security/flush_utils.c,GPL-2.0-or-later,
1055,linux-master/tools/testing/selftests/powerpc/security/entry_flush.c,GPL-2.0-or-later,
1056,linux-master/tools/testing/selftests/powerpc/security/branch_loops.S,GPL-2.0-or-later,
1057,linux-master/tools/testing/selftests/powerpc/security,,
1058,linux-master/tools/testing/selftests/powerpc/scripts/hmi.sh,GPL-2.0-only,
1059,linux-master/tools/testing/selftests/powerpc/scripts,,
1060,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-vsx.h,GPL-2.0-or-later,
1061,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-vsx.c,GPL-2.0-or-later,
1062,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-vsx.c,GPL-2.0-or-later,
1063,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-tar.c,GPL-2.0-or-later,
1064,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-spr.c,GPL-2.0-or-later,
1065,linux-master/tools/testing/selftests/powerpc/ptrace/ptrace-tm-spd-vsx.c,GPL-2.0-or-later,
